a1,a2,a3,a4,a1_coefficients,a2_coefficients,a3_coefficients,a4_coefficients,b1,b2,b1_coefficients,b2_coefficients,c1,c2,c3,c1_coefficients,c2_coefficients,c3_coefficients,Perovskite_deposition_thermal_annealing_temperature,Perovskite_deposition_thermal_annealing_time,ETL_stack_sequence,ETL_thickness,HTL_stack_sequence,HTL_additives_compounds,Perovskite_deposition_solvents,JV_default_PCE
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,5.0 >> 5.0,TiO2-c | TiO2-mp,70.0 | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> none,13
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,20,TiO2-c | SiO2,nan | 50.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,18
MA,,,,1,,,,Pb,,1,,I,,,3,,,50; 100,60.0; 90.0,Al2O3-c,1,Spiro-MeOTAD,Li-TFSI; TBP,DMF,10.5
MA,,,,1,,,,Pb,,1,,I,,,3,,,50; 100,60.0; 90.0,Al2O3-c,0.5,Spiro-MeOTAD,Li-TFSI; TBP,DMF,13.2
MA,,,,1,,,,Pb,,1,,I,,,3,,,50; 100,60.0; 90.0,Al2O3-c,1,Spiro-MeOTAD,Li-TFSI; TBP,DMF,14.6
MA,,,,1,,,,Pb,,1,,I,,,3,,,50; 100,60.0; 90.0,Al2O3-c,1.5,Spiro-MeOTAD,Li-TFSI; TBP,DMF,7.9
MA,,,,1,,,,Pb,,1,,I,,,3,,,50; 100,60.0; 90.0,Al2O3-c,2,Spiro-MeOTAD,Li-TFSI; TBP,DMF,6.8
MA,,,,1,,,,Pb,,1,,I,,,3,,,50; 100,60.0; 90.0,Al2O3-c,3,Spiro-MeOTAD,Li-TFSI; TBP,DMF,4.2
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,120,TiO2-c | TiO2-mp,70.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF,10.9
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,120,TiO2-c,70,Spiro-MeOTAD,Li-TFSI; TBP,DMF,10.4
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 100.0,1.0 >> 30.0,TiO2-c | TiO2-mp,nan | 50.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,2
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 100.0,1.0 >> 30.0,TiO2-c | TiO2-mp,nan | 100.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,11
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 100.0,1.0 >> 30.0,TiO2-c | TiO2-mp,nan | 300.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,8
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 100.0,1.0 >> 30.0,TiO2-c | TiO2-mp,nan | 500.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,6.5
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 100.0,1.0 >> 30.0,TiO2-c,100,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,4.6
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,60,Nb2O5-c | TiO2-mp,50.0 | nan,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMSO,13.4
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,60,Nb2O5-c | TiO2-mp,70.0 | nan,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMSO,12.6
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,60,Nb2O5-c | TiO2-mp,110.0 | nan,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMSO,12
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,60,Nb2O5-c | TiO2-mp,220.0 | nan,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMSO,12.2
MA,,,,1,,,,Pb,,1,,I,,,3,,,70; 100,10.0; 10.0,Nb2O5-c | TiO2-mp,50.0 | nan,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF,12.4
MA,,,,1,,,,Pb,,1,,I,,,3,,,70; 100,10.0; 10.0,Nb2O5-c | TiO2-mp,70.0 | nan,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF,11.4
MA,,,,1,,,,Pb,,1,,I,,,3,,,70; 100,10.0; 10.0,Nb2O5-c | TiO2-mp,110.0 | nan,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF,10.7
MA,,,,1,,,,Pb,,1,,I,,,3,,,70; 100,10.0; 10.0,Nb2O5-c | TiO2-mp,220.0 | nan,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF,9.6
MA,,,,1,,,,Pb,,1,,I,,,3,,,80,10,TiO2-c | ZnO-c,40.0 | 30.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,6.37
MA,,,,1,,,,Pb,,1,,Br, I,,1,2,,80,10,TiO2-c | ZnO-c,40.0 | 30.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,5.42
MA,,,,1,,,,Pb,,1,,Br, I,,2,1,,80,10,TiO2-c | ZnO-c,40.0 | 30.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,3.82
MA,,,,1,,,,Pb,,1,,Br,,,3,,,80,10,TiO2-c | ZnO-c,40.0 | 30.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,2.95
MA,,,,1,,,,Pb,,1,,I,,,3,,,100 >> 25,30.0 >> Unknown,TiO2-c | TiO2-mp,40.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> none,8.6
MA,,,,1,,,,Pb,,1,,I,,,3,,,100.0 >> 140,30.0 >> Unknown,TiO2-c | TiO2-mp,40.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> none,11
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,30,TiO2-c,50,rGO,B,GBL,7.09
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,30,TiO2-c,50,rGO,B,GBL,8.96
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,20,TiO2-c | TiO2-mp,nan | 180.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMSO,14.6
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,90,TiO2-c | Al2O3-mp,nan | 500.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,15
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,90,TiO2-c | TiO2-mp,nan | 750.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,6.11
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,90,TiO2-c | TiO2-mp,nan | 440.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,6.81
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,90,TiO2-c | TiO2-mp,nan | 260.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,8.44
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,90,TiO2-c | Al2O3-mp,nan | 400.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,13.73
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,CdS,30,Spiro-MeOTAD,Li-TFSI; TBP,DMSO; GBL,9.24
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,CdS,50,Spiro-MeOTAD,Li-TFSI; TBP,DMSO; GBL,9.55
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,CdS,100,Spiro-MeOTAD,Li-TFSI; TBP,DMSO; GBL,5.16
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,CdS,30,Spiro-MeOTAD,Li-TFSI; TBP,DMSO; GBL,11.17
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,CdS,50,Spiro-MeOTAD,Li-TFSI; TBP,DMSO; GBL,11
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,CdS,100,Spiro-MeOTAD,Li-TFSI; TBP,DMSO; GBL,8.52
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,60,TiO2-c | TiO2-mp,30.0 | 500.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,2.8
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,60,TiO2-c | TiO2-mp,30.0 | 500.0,Spiro-MeOTAD,Li-TFSI; TBP,GBL,10.1
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c | TiO2-mp,20.0 | 300.0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,DMSO; GBL,6.6
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c | TiO2-mp,20.0 | 300.0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,DMSO; GBL,6.6
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c | TiO2-mp,20.0 | 300.0,Spiro-MeOTAD,FK102; Li-TFSI; TBP,DMSO; GBL,9.4
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c | TiO2-mp,30.0 | 240.0,Spiro-MeOTAD,Li-TFSI; TBP,GBL,5.11
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c | TiO2-mp,30.0 | 300.0,Spiro-MeOTAD,Li-TFSI; TBP,GBL,5.67
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c | TiO2-mp,30.0 | 400.0,Spiro-MeOTAD,Li-TFSI; TBP,GBL,6.26
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c | TiO2-mp,30.0 | 500.0,Spiro-MeOTAD,Li-TFSI; TBP,GBL,7.16
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c | TiO2-mp,30.0 | 650.0,Spiro-MeOTAD,Li-TFSI; TBP,GBL,8.85
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c | TiO2-mp,30.0 | 850.0,Spiro-MeOTAD,Li-TFSI; TBP,GBL,8.73
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c | TiO2-mp,30.0 | 1050.0,Spiro-MeOTAD,Li-TFSI; TBP,GBL,7.39
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c | TiO2-mp,30.0 | 1650.0,Spiro-MeOTAD,Li-TFSI; TBP,GBL,5.48
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,45,TiO2-nw,700,Spiro-MeOTAD,Li-TFSI; TBP,DMF,6.41
MA,,,,1,,,,Pb,,1,,I,,,3,,,105,45,TiO2-nw,700,Spiro-MeOTAD,Li-TFSI; TBP,DMF,7.95
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,25,TiO2-c,100,SAF‐OMe,Li-TFSI; TBP,DMF,15.9
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,25,TiO2-c,100,Spiro-MeOTAD,Li-TFSI; TBP,DMF,13.69
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,25,TiO2-c,100,SAF‐OMe,Undoped,DMF,11.89
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,25,TiO2-c,100,Spiro-MeOTAD,Undoped,DMF,4.52
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,30,TiO2-c | TiO2-mp,30.0 | 200.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,13.9
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,30,TiO2-c | TiO2-mp,30.0 | 200.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,16.8
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,20,TiO2-c | TiO2-mp,nan | 520.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,15.92
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,20,TiO2-c | TiO2-mp,nan | 520.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,17.75
MA,,,,1,,,,Pb,,1,,I,,,3,,,80,4,ZnO-c,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF,11.96
MA,,,,1,,,,Pb,,1,,I,,,3,,,80,4,ZnO-c | 3-aminopropanioc acid-SAM,40.0 | nan,Spiro-MeOTAD,Li-TFSI; TBP,DMF,15.67
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,60,TiO2-c | TiO2-mp,30.0 | 200.0,Spiro-MeOTAD,Li-TFSI; TBP,DMSO,16.98
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,10,TiO2-c | TiO2-mp,nan | 140.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; GBL,13
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,10,TiO2-c | TiO2-mp,nan | 140.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; GBL,14
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,10,TiO2-c | TiO2-mp,nan | 140.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; GBL,15.2
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,10,TiO2-c | TiO2-mp,nan | 140.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; GBL,16.8
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,10,TiO2-c | TiO2-mp,nan | 140.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; GBL,15.4
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,10,TiO2-c | TiO2-mp,nan | 140.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; GBL,13
MA,,,,1,,,,Pb,,1,,I,,,3,,,95,10,TiO2-c | TiO2-mp,nan | 140.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; GBL,16.8
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,SnO2-c,40,Spiro-MeOTAD,Li-TFSI; TBP,none,14.08
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,SnO2-c,40,Spiro-MeOTAD,Li-TFSI; TBP,none,9.9
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,30,TiO2-c | TiO2-mp,nan | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,19.3
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,30,TiO2-c | TiO2-mp,nan | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,18.75
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,30,TiO2-c | TiO2-mp,nan | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,19.2
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,30,TiO2-c | TiO2-mp,nan | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,18.76
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,30,TiO2-c | TiO2-mp,nan | 150.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,17.88
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF,11.25
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF,13.13
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF,13.2
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF,14.74
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,14.85
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,16.08
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,16.57
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,17.3
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,ZnO-c,50,Spiro-MeOTAD,Li-TFSI; TBP,DMF,16.67
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,ZnO-c,50,CzPAF‐SBF,Li-TFSI; TBP,DMF,17.21
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,2,ZnO-c,50,CzPAF‐SBFN,Li-TFSI; TBP,DMF,16.04
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,120,TiO2-c | SiO2-np | TiO2-c | SiO2-np | TiO2-c | SiO2-np | TiO2-c,27.0 | 60.0 | 27.0 | 60.0 | 27.0 | 60.0 | 27.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,6.09
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,120,TiO2-c | SiO2-np | TiO2-c | SiO2-np | TiO2-c | SiO2-np | TiO2-c,27.0 | 70.0 | 27.0 | 70.0 | 27.0 | 70.0 | 27.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,5.19
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,120,TiO2-c | SiO2-np | TiO2-c,27.0 | 80.0 | 27.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,9.22
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,120,TiO2-c | SiO2-np | TiO2-c | SiO2-np | TiO2-c,27.0 | 80.0 | 27.0 | 80.0 | 27.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,6.82
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,120,TiO2-c | SiO2-np | TiO2-c | SiO2-np | TiO2-c | SiO2-np | TiO2-c,27.0 | 80.0 | 27.0 | 80.0 | 27.0 | 80.0 | 27.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,4.64
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,120,TiO2-c,27,Spiro-MeOTAD,Li-TFSI; TBP,DMF,10.56
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,120,TiO2-c | SiO2-np,27.0 | 275.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,5.04
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c | TiO2-mp,nan | 200.0,P3HT,Li-TFSI; TBP,DMSO,13.8
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c | TiO2-mp,nan | 200.0,PTAA,Li-TFSI; TBP,DMSO,17.1
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c | TiO2-mp,nan | 200.0,TQ1d,Li-TFSI; TBP,DMSO,9.39
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c | TiO2-mp,nan | 200.0,PPV,Li-TFSI; TBP,DMSO,9.81
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c | TiO2-mp,nan | 200.0,FT37,Li-TFSI; TBP,DMSO,13.4
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c | TiO2-mp,nan | 200.0,FT55,Li-TFSI; TBP,DMSO,7.65
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c | TiO2-mp,nan | 200.0,F8T2e,Li-TFSI; TBP,DMSO,2.92
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c | TiO2-mp,nan | 200.0,FT73,Li-TFSI; TBP,DMSO,1.5
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c | C60,50.0 | 15.0,PTAA,Li-TFSI; TBP,DMF,14.7
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c | C60,50.0 | 15.0,PTAA,Li-TFSI; TBP,DMF,12.1
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c | C60,50.0 | 15.0,PTAA,Li-TFSI; TBP,DMF,10.4
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c | C60,50.0 | 15.0,PTAA,Li-TFSI; TBP,DMF,5.5
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,PCBM-60 | Bphen,100.0 | 10.0,PolyTPD,F4-TCNQ,acetonitrile; Methylamine,16.5
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,PCBM-60 | Bphen,100.0 | 10.0,PolyTPD,F4-TCNQ,acetonitrile; Methylamine,15.7
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,PCBM-60 | Bphen,100.0 | 10.0,PolyTPD,F4-TCNQ,acetonitrile; Methylamine,9.21
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,PCBM-60 | Bphen,100.0 | 10.0,PolyTPD,F4-TCNQ,acetonitrile; Methylamine,10.11
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,PCBM-60 | Bphen,100.0 | 10.0,PolyTPD,F4-TCNQ,acetonitrile; Methylamine,15.62
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,PCBM-60 | Bphen,100.0 | 10.0,PolyTPD,F4-TCNQ,acetonitrile; Methylamine,15.55
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,PCBM-60 | Bphen,100.0 | 10.0,PolyTPD,F4-TCNQ,acetonitrile; Methylamine,12.8
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,PCBM-60 | Bphen,100.0 | 10.0,PolyTPD,F4-TCNQ,acetonitrile; Methylamine,10.4
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,PCBM-60 | Bphen,100.0 | 10.0,PolyTPD,F4-TCNQ,acetonitrile; Methylamine,14.7
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,PCBM-60 | Bphen,100.0 | 10.0,PolyTPD,F4-TCNQ,acetonitrile; Methylamine,14.7
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,45,PCBM-60 | Bphen,100.0 | 10.0,PolyTPD,F4-TCNQ,acetonitrile; Methylamine,12.8
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 95.0,5.0 >> 15.0,TiO2-c | TiO2-mp,60.0 | 200.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,10.89
MA,,,,1,,,,Pb,,1,,Br, I,,0.1,2.9,,70.0 >> 95.0 >> 95.0,5.0 >> 15.0 >> 15.0,TiO2-c | TiO2-mp,60.0 | 200.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA >> IPA,12.19
MA,,,,1,,,,Pb,,1,,Br, I,,0.3,2.7,,70.0 >> 95.0 >> 95.0,5.0 >> 15.0 >> 15.0,TiO2-c | TiO2-mp,60.0 | 200.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA >> IPA,13.29
MA,,,,1,,,,Pb,,1,,Br, I,,0.5,2.5,,70.0 >> 95.0 >> 95.0,5.0 >> 15.0 >> 15.0,TiO2-c | TiO2-mp,60.0 | 200.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA >> IPA,13.1
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,3,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,12.9
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,3,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,16.48
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,3,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,17.63
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,3,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,15.65
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,3,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,13.31
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,3,TiO2-c | TiO2-mp,30.0 | 250.0,Spiro-MeOTAD,FK209; Li-TFSI; TBP,DMF; DMSO,17.94
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,5,TiO2-c,60,Spiro-MeOTAD,Li-TFSI; TBP,DMF,12.6
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF,10.09
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF,10.99
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF,10.81
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,10,TiO2-c,30,Spiro-MeOTAD,Li-TFSI; TBP,DMF,10.29
MA,,,,1,,,,Pb,,1,,I,,,3,,,65; 100,1.0; 5.0,TiO2-c,1,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,8.56
MA,,,,1,,,,Pb,,1,,I,,,3,,,65; 100,1.0; 5.0,TiO2-c,60,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,3.53
MA,,,,1,,,,Pb,,1,,I,,,3,,,65; 100,1.0; 5.0,TiO2-c,350,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,1.63
MA,,,,1,,,,Pb,,1,,I,,,3,,,65; 100,1.0; 5.0,TiO2-c,2000,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,0.54
MA,,,,1,,,,Pb,,1,,I,,,3,,,65; 100,1.0; 5.0,TiO2-c,2000,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,8.56
MA,,,,1,,,,Pb,,1,,I,,,3,,,65; 100,1.0; 5.0,TiO2-c,2000,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,11.9
MA,,,,1,,,,Pb,,1,,I,,,3,,,65; 100,1.0; 5.0,TiO2-c,2000,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,13
MA,,,,1,,,,Pb,,1,,I,,,3,,,65; 100,1.0; 5.0,TiO2-c,2000,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,14.7
MA,,,,1,,,,Pb,,1,,I,,,3,,,65; 100,1.0; 5.0,TiO2-c,2000,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO,14
MA,,,,1,,,,Pb,,1,,I,,,3,,,100.0 >> 100.0,3.0 >> 10.0,ZnO-c,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO >> IPA,15.41
MA,,,,1,,,,Pb,,1,,I,,,3,,,100.0 >> 100.0,3.0 >> 10.0,ZnO-c | T2CA,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO >> IPA,17.07
MA,,,,1,,,,Pb,,1,,I,,,3,,,100.0 >> 100.0,3.0 >> 10.0,ZnO-c | JTCA,40,Spiro-MeOTAD,Li-TFSI; TBP,DMF; DMSO >> IPA,18.82
MA,,,,1,,,,Pb,,1,,I,,,3,,,70.0 >> 70.0,30.0 >> 30.0,TiO2-c | TiO2-mp | GABAHI,20.0 | 150.0 | 1.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF >> IPA,12
MA,,,,1,,,,Pb,,1,,I,,,3,,,90,Unknown,TiO2-c | Al2O3-mp,nan | 320.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,0.15
MA,,,,1,,,,Pb,,1,,I,,,3,,,100,Unknown,TiO2-c | Al2O3-mp,nan | 320.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,0.01
MA,,,,1,,,,Pb,,1,,I,,,3,,,110,Unknown,TiO2-c | Al2O3-mp,nan | 320.0,Spiro-MeOTAD,Li-TFSI; TBP,DMF,1.57
